ERP Parts No,DEPARTMENT,Part Name,Model
FAZ605G2L1G,PAINTED,MAINBODY TAMPO US (DARK BLUE),LX1058
FAZ605G2L1G,PAINTED,MAINBODY TAMPO US (DARK BLUE),LX1058
FAZ605G2L1G,PAINTED,MAINBODY TAMPO US (DARK BLUE),LX1058
FAZ605G2L1G,PAINTED,MAINBODY TAMPO US (DARK BLUE),LX1058
FAZ605G2M0F,PAINTED,MAINBODY TAMPO (DARK BLUE),LX1058
FAZ605G2M0F,PAINTED,MAINBODY TAMPO (DARK BLUE),LX1058
FAZ605G2N0C,PAINTED,MAINBODY TAMPO TH (DARK BLUE),LX1058
FAZ605G2N0C,PAINTED,MAINBODY TAMPO TH (DARK BLUE),LX1058
FAZ605G2N0C,PAINTED,MAINBODY TAMPO TH (DARK BLUE),LX1058
FAZ605G2P0A,PAINTED,MAINBODY TAMPO TW (DARK BLUE),LX1058
FAZ605G2P0A,PAINTED,MAINBODY TAMPO TW (DARK BLUE),LX1058
FAZ605G2R0E,PAINTED,MAINBODY TAMPO EU (DARK BLUE),LX1058
FAZ605G2R0E,PAINTED,MAINBODY TAMPO EU (DARK BLUE),LX1058
FAZ605G2R0E,PAINTED,MAINBODY TAMPO EU (DARK BLUE),LX1058
FAZ605G2S0B,PAINTED,MAINBODY TAMPO CA (DARK BLUE),LX1058
FAZ605G2T0K,PAINTED,MAINBODY TAMPO UK (DARK BLUE),LX1058
FAZ605G2T0K,PAINTED,MAINBODY TAMPO UK (DARK BLUE),LX1058
FAZ605G2X0E,Printing,CONCENTRATOR MAINBODY (MATCHED BLACK),X605G
FAZ605G2X1C,Printing,CONCENTRATOR MAINBODY (MATCHED BLACK),LX1058
FAZ605G2Y1F,Printing,CONCENTRATOR MAINBODY (MATCHED BLACK),LX1058
FAZ605G2Z0A,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZ605G2Z0A,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZ605G2Z0A,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZ605G2Z0A,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZ605G2Z0A,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZ605G2Z1J,Printing,CONCENTRATOR COOL WALL (MATCHED BLACK),LX1058
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G300A,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),X605G
FAZ605G301J,Printing,ID MAGNET RETAINER TMP (MATCHED BLACK),LX1058
FAZ605G310H,Printing,DIFFUSER ID MAGNET RET (BLACK),X605G
FAZ605G310H,Printing,DIFFUSER ID MAGNET RET (BLACK),X605G
FAZ605G311F,Printing,DIFFUSER ID MAGNET RET (BLACK),LX1058
FAZ605G320E,Printing,SWIRL DIFFUSER BDY TMP (BLACK),X605G
FAZ605G321C,Printing,SWIRL DIFFUSER BDY TMP (BLACK),LX1058
FAZ605G330B,Printing,FLYAWAY MAGNET RETAINE (BLACK),X605G
FAZ605G330B,Printing,FLYAWAY MAGNET RETAINE (BLACK),X605G
FAZ605G331A,Printing,FLYAWAY MAGNET RETAINE (BLACK),LX1058
FAZ605G340K,Printing,SMOOTHING NOZZLE MAIN BODY (BLACK),X605G
FAZ605G341H,Printing,SMOOTHING NOZZLE MAIN BODY (BLACK),LX1058
FAZ605G350G,Printing,"SMOOTHING NOZZLE MAIN BODY, TAMPO(BLACK)",X605G
FAZ605G350G,Printing,"SMOOTHING NOZZLE MAIN BODY, TAMPO(BLACK)",X605G
FAZ605G351E,Printing,SMOOTHING NZL MAINBODY (MATCHED BLACK),LX1058
FAZ605G360D,Printing,SMOOTHING NOZZLE COOL WALL TAMPO (BLACK),X605G
FAZ605G360D,Printing,SMOOTHING NOZZLE COOL WALL TAMPO (BLACK),X605G
FAZ605G361B,Printing,SMOOTHING NZL COOL WALL (MATCHED BLACK),LX1058
FAZ605G370B,Printing,SMOOTHING NZL ID MAGNE (BLACK),X605G
FAZ605G370B,Printing,SMOOTHING NZL ID MAGNE (BLACK),X605G
FAZ605G370B,Printing,SMOOTHING NZL ID MAGNE (BLACK),X605G
FAZ605G371K,Printing,SMOOTHING NZL ID MAGNE (BLACK),LX1058
FAZ605G3D0B,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D1K,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D2H,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D2H,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D2H,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D2H,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3D2H,PAINTED,FILTER CAGE PNT M.BUG,X871
FAZ605G3E0D,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E1B,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E2A,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E2A,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E2A,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E2A,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3E2A,PAINTED,TUBE PAINTED D.PCH,X871
FAZ605G3F1E,PAINTED,MAIN BODY TM L.CHMP US,X871
FAZ605G3F2C,PAINTED,MAIN BODY TM L.CHMP US,X871
FAZ605G3F2C,PAINTED,MAIN BODY TM L.CHMP US,X871
FAZ605G3G0K,PAINTED,MAIN BODY TM L.CHMP UK,X871
FAZ605G3G1H,PAINTED,MAIN BODY TM L.CHMP UK,X871
FAZ605G3H0B,PAINTED,TUBE PAINTED TH D.PCH,X871
FAZ605G3J0H,PAINTED,MAIN BODY TM L.CHMP EU,X871
FAZ605G3J0H,PAINTED,MAIN BODY TM L.CHMP EU,X871
FAZ605G3N0K,PAINTED,MAIN BODY TM L.CHMP TH,X871
FAZ605G3Q0D,PAINTED,MAIN BODY TM L.CHMP UK,X871
FAZ605G3Q0D,PAINTED,MAIN BODY TM L.CHMP UK,X871
FAZ605G3Q0D,PAINTED,MAIN BODY TM L.CHMP UK,X871
FAZ605G3S0J,PAINTED,MAINBODY TMPO D.RS JP,X605G
FAZ605G3S0J,PAINTED,MAINBODY TMPO D.RS JP,X605G
FAZ605G3X0B,PAINTED,MAINBODY TAMPO D.BU JP,LX1058
FAZ605G3Y0D,PAINTED,MAIN BODY TM L.CHMP CA,X871
FAZ605G3Z0G,??,GENTLE DRYER TAMPO (MATCHED BLACK),LX1267
FAZ605G400G,??,GENTLE DRYER TAMPO (MATCHED BLACK),LX1267
FAZ605G410D,??,STYLING CON. MAINBODY TAMPO (BLACK),LX1267
FAZ605G420B,??,CONCENTRATOR MAINBODY (MATCHED BLACK_),LX1267
FAZ605G430J,??,STYLING CON. COOL WALL TAMPO (BLACK),LX1267
FAZ605G440F,??,ID MAGNET RETAINER TAMPO (MATCHED BLACK),LX1267
FAZ605G450C,??,WIDE TOOTH COOL WALL TAMPO (M.BLACK),LX1267
FAZ605G460A,??,SPIGOT TAMPO (MATCHED BLACK),LX1267
FAZ605G470H,??,"OUTER BODY, TAMPO (MATCHED BLACK)",LX1267
FAZ605G480E,??,DIFFUSER ID MAGNET RETAINER TAMPO,LX1267
FAZ605G490B,??,SWIRL DIFFUSER BODY TAMPO (BLACK),LX1267
FAZ605G4A0G,#N/A,UPPER BODY FINISH PAINTED,LX1267
FAZ605G4B0B,??,FLYAWAY MAGNET RETAINER TAMPO (BLACK),LX1267
FAZ605G4C0E,??,SMOOTHING NOZZLE MAINBODY TAMPO,LX1267
FAZ605G4D0H,??,SMOOTHING NOZZLE MAINBODY TAMPO,LX1267
FAZ605G4E0A,??,SMOOTHING NOZZLE COOL WALL TAMPO,LX1267
FAZ605G4F0C,??,SMOOTHING NOZZLE ID MAGNET RETAINER TAMP,LX1267
FAZ605G4H0J,#N/A,MAIN BODY PAINT DEEP ROSE,LX1267
FAZ605G4J1B,PAINTED,FILTER CAGE PAINT D.BLUE,LX1267
FAZ605G4K0D,PAINTED,FILTER CAGE PAINT B.CO,LX1267
FAZ605G4K1B,PAINTED,FILTER CAGE PAINT D.BU,LX1267
FAZ605G4L0B,#N/A,TUBE PAINTED D.BLUE,LX1267
FAZ605G4M0J,#N/A,TUBE PAINTED TH D.BLUE,LX1267
FAZ605G4N0F,PAINTED,TUBE PAINTED P.PINK,LX1267
FAZ605G4P0C,PAINTED,TUBE PAINTED TH P.PINK,LX1267
FAZ605G4Q0A,#N/A,TUBE PAINTED DARK BLUE,LX1267
FAZ605G4R0H,PAINTED,TUBE PAINTED P.PINK,LX1267
FAZ605G4S0E,#N/A,MAINBODY TAMPO D.BU CN,LX1267
FAZ605G4T0B,#N/A,MAINBODY TAMPO D.BU EU,LX1267
FAZ605G4U0G,#N/A,MAINBODY TAMPO D.BU US,LX1267
FAZ605G4V0B,#N/A,MAINBODY TAMPO D.BU HK,LX1267
FAZ605G4W0E,#N/A,MAINBODY TAMPO D.BU KR,LX1267
FAZ605G4X0H,#N/A,MAINBODY TAMPO D.BU TH,LX1267
FAZ605G4Y0A,#N/A,MAINBODY TAMPO D.BU TW,LX1267
FAZ605G4Z0C,#N/A,MAINBODY TAMPO D.RS CN,LX1267
FAZ605G500C,#N/A,MAINBODY TAMPO D.RS EU,LX1267
FAZ605G510A,#N/A,MAINBODY TAMPO D.RS US,LX1267
FAZ605G520H,#N/A,MAINBODY TMPO D.RS JP,LX1267
FAZ605G530E,#N/A,MAINBODY TAMPO D.RS TH,LX1267
FAZ605G540B,#N/A,MAINBODY TAMPO D.RS UK,LX1267
FAZ605G560G,Printing,MAINBODY TAMPO D.RS EU,LX1267
FAZ605G570D,??,AMP END CAP TAMPO (CLEAR),LX1267
FAZ620D012F,PAINTED,"CRM GLAMOUR COVER, PAINTED (SATIN BLUE )",X620D
FAZD248L00B,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L00B,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L00B,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L00B,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L02H,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L02H,PAINTED,"MANIFOLD, PAINTED (NICKEL)",X248L
FAZD248L11G,Printing,HARNESS COVER (IRON),X248P
FAZD248L11G,Printing,HARNESS COVER (IRON),X248P
FAZD248L11G,Printing,HARNESS COVER (IRON),X248P
FAZD248L11G,Printing,HARNESS COVER (IRON),X248P
FAZD248P03E,PAINTED,"MANIFOLD, PAINTED SATIN YELLOW",X248P
FAZD248P03E,PAINTED,"MANIFOLD, PAINTED SATIN YELLOW",X248P
FAZD248P03E,PAINTED,"MANIFOLD, PAINTED SATIN YELLOW",X248P
FAZD248P03E,PAINTED,"MANIFOLD, PAINTED SATIN YELLOW",X248P
FAZD248P13B,PAINTED,"CONE PACK OUTER, PAINTED SATIN YELLOW",X248P
FAZD248P13B,PAINTED,"CONE PACK OUTER, PAINTED SATIN YELLOW",X248P
FAZD248P13B,PAINTED,"CONE PACK OUTER, PAINTED SATIN YELLOW",X248P
FAZD248P13B,PAINTED,"CONE PACK OUTER, PAINTED SATIN YELLOW",X248P
FAZD248P23K,PAINTED,"MANIFOLD, PAINTED GLOSS GOLD",X248P
FAZD248P23K,PAINTED,"MANIFOLD, PAINTED GLOSS GOLD",X248P
FAZD248P23K,PAINTED,"MANIFOLD, PAINTED GLOSS GOLD",X248P
FAZD248P23K,PAINTED,"MANIFOLD, PAINTED GLOSS GOLD",X248P
FAZD248P35C,PAINTED,"CONE PACK OUTER, PAINTED GLOSS GOLD",X248P
FAZD248P35C,PAINTED,"CONE PACK OUTER, PAINTED GLOSS GOLD",X248P
FAZD248P35C,PAINTED,"CONE PACK OUTER, PAINTED GLOSS GOLD",X248P
FAZD248P35C,PAINTED,"CONE PACK OUTER, PAINTED GLOSS GOLD",X248P
FAZD248P40K,Printing,HARNESS COVER (IRON),X248P
FAZD248P40K,Printing,HARNESS COVER (IRON),X248P
FAZD248P40K,Printing,HARNESS COVER (IRON),X248P
FAZD248P40K,Printing,HARNESS COVER (IRON),X248P
FAZD248P52C,PAINTED,"MANIFOLD, PAINTED SATIN RICH BLUE",X248P
FAZD248P52C,PAINTED,"MANIFOLD, PAINTED SATIN RICH BLUE",X248P
FAZD248P52C,PAINTED,"MANIFOLD, PAINTED SATIN RICH BLUE",X248P
FAZD248P52C,PAINTED,"MANIFOLD, PAINTED SATIN RICH BLUE",X248P
FAZD248P52C,PAINTED,"MANIFOLD, PAINTED SATIN RICH BLUE",X248P
FAZD248P63J,PAINTED,"CONE PACK OUTER, PAINTED SATIN RICH BLUE",X248P
FAZD248P63J,PAINTED,"CONE PACK OUTER, PAINTED SATIN RICH BLUE",X248P
FAZD248P63J,PAINTED,"CONE PACK OUTER, PAINTED SATIN RICH BLUE",X248P
FAZD248P63J,PAINTED,"CONE PACK OUTER, PAINTED SATIN RICH BLUE",X248P
FAZD248P63J,PAINTED,"CONE PACK OUTER, PAINTED SATIN RICH BLUE",X248P
FAZD248P70B,PAINTED,"CONE PACK OUTER, PAINTED Nickel",X248P
FAZD248P70B,PAINTED,"CONE PACK OUTER, PAINTED Nickel",X248P
FAZD248P70B,PAINTED,"CONE PACK OUTER, PAINTED Nickel",X248P
FAZD248P70B,PAINTED,"CONE PACK OUTER, PAINTED Nickel",X248P
FAZD248P70B,PAINTED,"CONE PACK OUTER, PAINTED Nickel",X248P
FAZD248P71K,PAINTED,CONE PACK OUTER PAINT (NICKEL),X248P
FAZD248P71K,PAINTED,CONE PACK OUTER PAINT (NICKEL),X248P
FAZD248P80J,Printing,TOOL CATCH (DEEP RED),X248P
FAZD248P80J,Printing,TOOL CATCH (DEEP RED),X248P
FAZD248P80J,Printing,TOOL CATCH (DEEP RED),X248P
FAZD248P91D,PAINTED,"BRUSH HEAD COVER OVM, COATED (T. PURPLE)",X248P
FAZD248P91D,PAINTED,"BRUSH HEAD COVER OVM, COATED (T. PURPLE)",X248P
FAZD248P91D,PAINTED,"BRUSH HEAD COVER OVM, COATED (T. PURPLE)",X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PB1D,Printing,LR CUFF (BRIGHT SILVER),X248P
FAZD248PK4A,printing,BRUSH HOUSING (CLEAR),X248P
FAZD248PK4A,printing,BRUSH HOUSING (CLEAR),X248P
FAZD248PK4A,printing,BRUSH HOUSING (CLEAR),X248P
FAZD248PL5F,Printing,RH REAR HOUSING CAP JN.120253,X248P
FAZD248PL5F,Printing,RH REAR HOUSING CAP JN.120253,X248P
FAZD248PL5F,Printing,RH REAR HOUSING CAP JN.120253,X248P
FAZD248PM1A,Printing,LH REAR HOUSING CAP JN.118605(IRON),X248P
FAZD248PM1A,Printing,LH REAR HOUSING CAP JN.118605(IRON),X248P
FAZD248PM1A,Printing,LH REAR HOUSING CAP JN.118605(IRON),X248P
FAZD248PN1H,Printing,BRUSH HOUSING OVERMOULD,X248
FAZD248PN1H,Printing,BRUSH HOUSING OVERMOULD,X248
FAZD248PN1H,Printing,BRUSH HOUSING OVERMOULD,X248
FAZD248PN1H,Printing,BRUSH HOUSING OVERMOULD,X248
FAZD285L00C,PAINTED,MANIFOLD PAINTED Satin Silver Monocoat,X285
FAZD285L20H,Printing,BRUSH HOUSING (CLEAR),X285L
FAZD285L20H,Printing,BRUSH HOUSING (CLEAR),X285L
FAZD285L20H,Printing,BRUSH HOUSING (CLEAR),X285L
FAZD285L20H,Printing,BRUSH HOUSING (CLEAR),X285L
FAZD285L20H,Printing,BRUSH HOUSING (CLEAR),X285L
FAZD285L41A,Molding,RELEASE CATCH (DEEP RED),X285L
FAZD285L41A,Molding,RELEASE CATCH (DEEP RED),X285L
FAZD285L41A,Molding,RELEASE CATCH (DEEP RED),X285L
FAZD285L41A,Molding,RELEASE CATCH (DEEP RED),X285L
FAZD308C3AG,PAINTED,"COOL WALL, PAINTED (BRIGHT NICKEL) (V2)",X308C
FAZD308C4AD,PAINTED,"INLET COVER, PAINTED(B. NICKEL) (V2)",X308C
FAZD308CB3E,PAINTED,"DC AW 40 COOL TIP, PAINTED Bright COPPER",X308C
FAZD308CG8K,PAINTED,"CSD COOL TIP, PAINTED",LX1076
FAZD308CG8K,PAINTED,"CSD COOL TIP, PAINTED",LX1076
FAZD308CG9H,PAINTED,"CSD COOL TIP, PAINTED",LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK5C,PAINTED,CSD FLOW SWITCHER OVM PAINTED COPPER,LX1076
FAZD308CK9F,PAINTED,CSD FLOW SWITCHER WELD (BRIGHT COPPER),LX1076
FAZD308CK9F,PAINTED,CSD FLOW SWITCHER WELD (BRIGHT COPPER),LX1076
FAZD308CS2K,Printing,"CSD GLAMOUR CAP, TAMPO",X308C
FAZD308F61H,PAINTED,"AMN AMP OUTER, PAINTED (SATIN BLACK)",X308F
FAZD308F61H,PAINTED,"AMN AMP OUTER, PAINTED (SATIN BLACK)",X308F
FAZD308F61H,PAINTED,"AMN AMP OUTER, PAINTED (SATIN BLACK)",X308F
FAZD308F61H,PAINTED,"AMN AMP OUTER, PAINTED (SATIN BLACK)",X308F
FAZD308F62F,Printing,"AMP OUTER,NO PAINTED (SATIN BLACK)",LX1076
FAZD308F62F,Printing,"AMP OUTER,NO PAINTED (SATIN BLACK)",LX1076
FAZD308F62F,Printing,"AMP OUTER,NO PAINTED (SATIN BLACK)",LX1076
FAZD308FF0B,PAINTED,"TUBE,TAMPO CN (C.VERDIGRIS)",X308F
FAZD308FK2K,Printing,"CSD GLAMOUR CAP, TAMPO (BLACK)",X888
FAZD308FK2K,Printing,"CSD GLAMOUR CAP, TAMPO (BLACK)",X888
FAZD308FK2K,Printing,"CSD GLAMOUR CAP, TAMPO (BLACK)",X888
FAZD308FK2K,Printing,"CSD GLAMOUR CAP, TAMPO (BLACK)",X888
FAZD308FK2K,Printing,"CSD GLAMOUR CAP, TAMPO (BLACK)",X888
FAZD308FZ1A,PAINTED,"COOL WALL, PAINTED(SATIN BLACK)",X308F
FAZD308H11J,Printing,"CONICAL BLADE, TAMPO(M.BLACK)",X308H
FAZD308H11J,Printing,"CONICAL BLADE, TAMPO(M.BLACK)",X308H
FAZD308H11J,Printing,"CONICAL BLADE, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H21F,Printing,"OUTER BOWL, TAMPO(M.BLACK)",X308H
FAZD308H41A,PAINTED,"DC AW 20 COOL TIP,PAIN(P.CHAMPAGNE)",X308H
FAZD308H51H,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H51H,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H52F,Printing,"OUTER BOWL, TAMPO (MATCHED BLACK)",LX1076
FAZD308H60G,Printing,"CONICAL BLADE, TAMPO",LX1076
FAZD308H60G,Printing,"CONICAL BLADE, TAMPO",LX1076
FAZD308H60G,Printing,"CONICAL BLADE, TAMPO",LX1076
FAZD308H60G,Printing,"CONICAL BLADE, TAMPO",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H61E,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD308H62C,Printing,"CONICAL BLADE, TAMPO (MATCHED BLACK)",LX1076
FAZD556073J,PAINTED,"ARM UPPER, PAINTED ULTRA RED",X556
FAZD556073J,PAINTED,"ARM UPPER, PAINTED ULTRA RED",X556
FAZD556073J,PAINTED,"ARM UPPER, PAINTED ULTRA RED",X556
FAZD556073J,PAINTED,"ARM UPPER, PAINTED ULTRA RED",X556
FAZD556073J,PAINTED,"ARM UPPER, PAINTED ULTRA RED",X556
FAZD556083F,PAINTED,"ARM LOWER, PAINTED (SATIN ULTRA RED)",X556
FAZD556083F,PAINTED,"ARM LOWER, PAINTED (SATIN ULTRA RED)",X556
FAZD556083F,PAINTED,"ARM LOWER, PAINTED (SATIN ULTRA RED)",X556
FAZD556C03J,PAINTED,"SLEEVE OVM, TAMPO (B.COPPER) TH/VN/ID",X556C
FAZD556C03J,PAINTED,"SLEEVE OVM, TAMPO (B.COPPER) TH/VN/ID",X556C
FAZD556C03J,PAINTED,"SLEEVE OVM, TAMPO (B.COPPER) TH/VN/ID",X556C
FAZD556C03J,PAINTED,"SLEEVE OVM, TAMPO (B.COPPER) TH/VN/ID",X556C
FAZD556C31D,PAINTED,"SLEEVE OVM, TAMPO(SATIN B. COPPER) US",X556C
FAZD556C31D,PAINTED,"SLEEVE OVM, TAMPO(SATIN B. COPPER) US",X556C
FAZD556C31D,PAINTED,"SLEEVE OVM, TAMPO(SATIN B. COPPER) US",X556C
FAZD556C52G,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT NICKEL) US",X556C
FAZD556C52G,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT NICKEL) US",X556C
FAZD556C52G,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT NICKEL) US",X556C
FAZD556CB4B,PAINTED,"FLC, OVM, TAMPO (SATIN PINK CHAMPAGNE)",X657D
FAZD556CB4B,PAINTED,"FLC, OVM, TAMPO (SATIN PINK CHAMPAGNE)",X657D
FAZD556CN2K,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT COPPER) MX",X556
FAZD556CN2K,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT COPPER) MX",X556
FAZD556CQ1F,PAINTED,"SLEEVE OVM, TAMPO (SATIN FUCHSIA) KR",X556
FAZD556CR3K,PAINTED,"SLEEVE OVM, TAMPO(BRIGHT NICKEL) ANZ",X556C
FAZD556CS1A,PAINTED,SLEEVE OVM TAMPO (BRIGHT NICKEL) KR,X556C
FAZD556CS1A,PAINTED,SLEEVE OVM TAMPO (BRIGHT NICKEL) KR,X556C
FAZD556CS1A,PAINTED,SLEEVE OVM TAMPO (BRIGHT NICKEL) KR,X556C
FAZD556CS2J,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT NICKEL) KR",X556
FAZD556CS2J,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT NICKEL) KR",X556
FAZD556CW2J,PAINTED,"SLEEVE OVM, TAMPO (BRIGHT COPPER) EU/RU",X556
FAZD556CY2D,PAINTED,"SLEEVE OVM, TAMPO (SATIN FUCHSIA) MX",X556
FAZD556CY2D,PAINTED,"SLEEVE OVM, TAMPO (SATIN FUCHSIA) MX",X556
FAZD605C01H,PAINTED,DETANGLE NOZZLE COOL WALL PRINT IRON,X605C
FAZD605C01H,PAINTED,DETANGLE NOZZLE COOL WALL PRINT IRON,X605C
FAZD605C01H,PAINTED,DETANGLE NOZZLE COOL WALL PRINT IRON,X605C
FAZD605C01H,PAINTED,DETANGLE NOZZLE COOL WALL PRINT IRON,X605C
FAZD605C01H,PAINTED,DETANGLE NOZZLE COOL WALL PRINT IRON,X605C
FAZD605C21B,PAINTED,DETANGLE NOZZLE COOL WALL PRINT BLACK,X605C
FAZD605C21B,PAINTED,DETANGLE NOZZLE COOL WALL PRINT BLACK,X605C
FAZD605CF2B,Printing,UPPER BODY FINISHED (IRON),X605C
FAZD605CF2B,Printing,UPPER BODY FINISHED (IRON),X605C
FAZD605CF2B,Printing,UPPER BODY FINISHED (IRON),X605C
FAZD605CG2E,Printing,UPPER BODY FINISHED MATTE BLACK,X605C
FAZD605CU1H,PAINTED,MAIN BODY TAMPO D.BLUE,X605C
FAZD605G61F,Printing,UPPER BODY FINISHED (BLACK),X605G
FAZD605G61F,Printing,UPPER BODY FINISHED (BLACK),X605G
FAZD605G81A,Printing,STYLING CONCENTRATOR MAIN BODY TAMPO,X605G
FAZD605G91H,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZD605G92F,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZD605G92F,Printing,SYLING CONCENTRATOR COOL WALL TAMPO BLK,X605G
FAZD605GA2A,Printing,ID MAGNET RETAINER TMP (M. BLACK),X605G
FAZD605GA2A,Printing,ID MAGNET RETAINER TMP (M. BLACK),X605G
FAZD605GF2G,Printing,GENTLE DRYER TAMPO (MATCHED BLACK),X605G
FAZD605GF2G,Printing,GENTLE DRYER TAMPO (MATCHED BLACK),X605G
FAZD605GF2G,Printing,GENTLE DRYER TAMPO (MATCHED BLACK),X605G
FAZD605GF2G,Printing,GENTLE DRYER TAMPO (MATCHED BLACK),X605G
